text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,text_transformed,merged_lexicon
)mry,"Masekhet: 71001, Page: 030, Side: 1, Line: 53, Word: 6",verb G,,,,,אמרי,verb G
lyh,"Masekhet: 71001, Page: 030, Side: 1, Line: 53, Word: 7",p,,,,,ליה,p
rbnN;,"Masekhet: 71001, Page: 030, Side: 1, Line: 53, Word: 8",N,,,,,רבנן;,N
wn(byd,"Masekhet: 71001, Page: 030, Side: 1, Line: 53, Word: 9",c,,,,,ונעביד,c
mr,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 0",noun sg. emphatic,,,,,מר,noun sg. emphatic
kmrymr,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 1",No data,,,,,כמרימר,No data
wmr zwTr);,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 2",c,,,,,ומר זוטרא;,c
)m',"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 3",verb G,,,,,אמ',verb G
lhw;,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 4",p,,,,,להו;,p
Tryx),"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 5",A02,,,,,טריחא,A02
ly,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 6",p02,,,,,לי,p02
mylt';,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 7",noun sg. emphatic,,,,,מילת';,noun sg. emphatic
wly(byd,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 8",c,verb G,,,,וליעביד,c | verb G
mr,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 9",noun sg. emphatic,,,,,מר,noun sg. emphatic
k)bwh,"Masekhet: 71001, Page: 030, Side: 1, Line: 54, Word: 10",p02,noun sg. emphatic,,,,כאבוה,p02 | noun sg. emphatic
d$mw)l,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 0",p,,,,,דשמואל,p
wlwy;,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 1",c,,,,,ולוי;,c
l),"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 2",a,,,,,לא,a
xzyn),"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 3",verb G,,,,,חזינא,verb G
rbnN,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 4",N,,,,,רבנן,N
q$y$y,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 5",A05,,,,,קשישי,A05
m^y^n)y,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 6",p02,,,,,מינאי,p02
d(bd,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 7",c,verb G,,,,דעבד,c | verb G
hky,"Masekhet: 71001, Page: 030, Side: 1, Line: 55, Word: 8",X,,,,,הכי,X
$pyr,"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 0",A01,,,,,שפיר,A01
q)mrt;,"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 1",verb G,,,,,קאמרת;,verb G
d)m',"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 2",c,verb G,,,,דאמ',c | verb G
$mw)l;,"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 3",No data,,,,,שמואל;,No data
"""mymy""","Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 4",No data,,,,,מימי,No data
l),"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 5",a,,,,,לא,a
clyty,"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 6",verb D,,,,,צליתי,verb D
clwt),"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 7",noun sg. emphatic,,,,,צלותא,noun sg. emphatic
dmwspy,"Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 8",p,noun pl. emphatic,,,,דמוספי,p | noun pl. emphatic
"""<byxyd>""","Masekhet: 71001, Page: 030, Side: 1, Line: 61, Word: 9",No data,,,,,ביחיד,No data
bnhrd();,"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 0",p02,,,,,בנהרדעא;,p02
br,"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 1",p01,,,,,בר,p01
mhhw),"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 2",P,,,,,מההוא,P
ywm),"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 3",noun sg. emphatic,,,,,יומא,noun sg. emphatic
d)t),"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 4",c,verb G,,,,דאתא,c | verb G
pwlmws),"Masekhet: 71001, Page: 030, Side: 2, Line: 01, Word: 5",noun sg. emphatic,,,,,פולמוסא,noun sg. emphatic
dmlk),"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 0",p,noun sg. emphatic,,,,דמלכא,p | noun sg. emphatic
lmt);,"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 1",p03,noun sg. emphatic,,,,למתא;,p03 | noun sg. emphatic
w)yTrydw,"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 2",c,verb Gt,,,,ואיטרידו,c | verb Gt
wl),"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 3",c,a,,,,ולא,c | a
cly)w;,"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 4",verb D,,,,,צליאו;,verb D
w)n),"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 5",c,P01,,,,ואנא,c | P01
cl)y,"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 6",verb D,,,,,צלאי,verb D
lh,"Masekhet: 71001, Page: 030, Side: 2, Line: 02, Word: 7",p02,,,,,לה,p02
)'l;,"Masekhet: 71001, Page: 030, Side: 2, Line: 06, Word: 0",verb G,,,,,א'ל;,verb G
pwq,"Masekhet: 71001, Page: 030, Side: 2, Line: 06, Word: 1",verb G,,,,,פוק,verb G
qry,"Masekhet: 71001, Page: 030, Side: 2, Line: 06, Word: 2",verb G,,,,,קרי,verb G
qr)yK,"Masekhet: 71001, Page: 030, Side: 2, Line: 06, Word: 3",noun pl. emphatic,,,,,קראיך,noun pl. emphatic
lbr),"Masekhet: 71001, Page: 030, Side: 2, Line: 06, Word: 4",a,,,,,לברא,a
dcly,"Masekhet: 71001, Page: 030, Side: 2, Line: 08, Word: 0",c,verb D,,,,דצלי,c | verb D
whdr,"Masekhet: 71001, Page: 030, Side: 2, Line: 08, Word: 1",c,verb G,,,,והדר,c | verb G
cly;,"Masekhet: 71001, Page: 030, Side: 2, Line: 08, Word: 2",verb D,,,,,צלי;,verb D
wdylm',"Masekhet: 71001, Page: 030, Side: 2, Line: 09, Word: 0",c,c,,,,ודילמ',c | c
m(yqr),"Masekhet: 71001, Page: 030, Side: 2, Line: 09, Word: 1",a,,,,,מעיקרא,a
l),"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 0",a,,,,,לא,a
kwyN,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 1",verb D,,,,,כוין,verb D
d(tyh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 2",noun sg. emphatic,,,,,דעתיה;,noun sg. emphatic
+<wh$t),"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 3",c,a,,,,והשתא,c | a
kwwN,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 4",verb D,,,,,כוון,verb D
d(tyh#20#>;,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 5",c,noun sg. emphatic,,,,דעתיה;,c | noun sg. emphatic
)m',"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 6",verb G,,,,,אמ',verb G
lyh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 7",p02,,,,,ליה;,p02
t),"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 8",verb G,,,,,תא,verb G
xzy,"Masekhet: 71001, Page: 030, Side: 2, Line: 10, Word: 9",verb G,,,,,חזי,verb G
m)N,"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 0",P01,,,,,מאן,P01
gbr),"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 1",noun sg. emphatic,,,,,גברא,noun sg. emphatic
rbh,"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 2",A02,,,,,רבה,A02
q),"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 3",a,,,,,קא,a
mshyd,"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 4",verb C,,,,,מסהיד,verb C
(lyh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 5",p02,,,,,עליה;,p02
r',"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 6",No data,,,,,ר',No data
)my,"Masekhet: 71001, Page: 030, Side: 2, Line: 11, Word: 7",No data,,,,,אמי,No data
wr',"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 0",c,,,,,ור',c
)sy,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 1",No data,,,,,אסי,No data
)('g,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 2",c,,,,,אע'ג,c
dhww,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 3",c,verb G,,,,דהוו,c | verb G
lhw,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 4",p02,,,,,להו,p02
trysr,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 5",n01,,,,,תריסר,n01
by kny$t);,"Masekhet: 71001, Page: 030, Side: 2, Line: 12, Word: 6",noun pl. emphatic,,,,,בי כנישתא;,noun pl. emphatic
l),"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 0",a,,,,,לא,a
hww,"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 1",verb G,,,,,הוו,verb G
mclw,"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 2",verb D,,,,,מצלו,verb D
)l),"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 3",c,,,,,אלא,c
byny,"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 4",p01,,,,,ביני,p01
(mwdy,"Masekhet: 71001, Page: 030, Side: 2, Line: 13, Word: 5",noun pl. emphatic,,,,,עמודי,noun pl. emphatic
dhww,"Masekhet: 71001, Page: 030, Side: 2, Line: 14, Word: 0",c,verb G,,,,דהוו,c | verb G
grsy;,"Masekhet: 71001, Page: 030, Side: 2, Line: 14, Word: 1",verb G,,,,,גרסי;,verb G
r',"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 0",No data,,,,,ר',No data
xyy),"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 1",No data,,,,,חייא,No data
br,"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 2",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct
)b),"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 3",No data,,,,,אבא,No data
cly,"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 4",verb D,,,,,צלי,verb D
whdr,"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 5",c,verb G,,,,והדר,c | verb G
cly;,"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 6",verb D,,,,,צלי;,verb D
)'l,"Masekhet: 71001, Page: 030, Side: 2, Line: 16, Word: 7",verb G,,,,,א'ל,verb G
r',"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 0",No data,,,,,ר',No data
zyr);,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 1",No data,,,,,זירא;,No data
m'T,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 2",noun sg. emphatic,,,,,מ'ט,noun sg. emphatic
cly,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 3",verb D,,,,,צלי,verb D
mr,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 4",noun sg. emphatic,,,,,מר,noun sg. emphatic
whdr,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 5",c,verb G,,,,והדר,c | verb G
cly;,"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 6",verb D,,,,,צלי;,verb D
)lym',"Masekhet: 71001, Page: 030, Side: 2, Line: 17, Word: 7",verb G,,,,,אלימ',verb G
m$wM,"Masekhet: 71001, Page: 030, Side: 2, Line: 18, Word: 0",c,,,,,משום,c
dl),"Masekhet: 71001, Page: 030, Side: 2, Line: 18, Word: 1",c,a,,,,דלא,c | a
kywyN,"Masekhet: 71001, Page: 030, Side: 2, Line: 18, Word: 2",c,,,,,כיוין,c
mr,"Masekhet: 71001, Page: 030, Side: 2, Line: 18, Word: 3",noun sg. emphatic,,,,,מר,noun sg. emphatic
d(tyh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 18, Word: 4",noun sg. emphatic,,,,,דעתיה;,noun sg. emphatic
w)l),"Masekhet: 71001, Page: 030, Side: 2, Line: 20, Word: 0",c,c,,,,ואלא,c | c
dl),"Masekhet: 71001, Page: 030, Side: 2, Line: 20, Word: 1",c,a,,,,דלא,c | a
)ydkr,"Masekhet: 71001, Page: 030, Side: 2, Line: 21, Word: 0",verb Gt,,,,,אידכר,verb Gt
mr,"Masekhet: 71001, Page: 030, Side: 2, Line: 21, Word: 1",noun sg. emphatic,,,,,מר,noun sg. emphatic
"""dr)$","Masekhet: 71001, Page: 030, Side: 2, Line: 21, Word: 2",No data,,,,,דראש,No data
"xd$""","Masekhet: 71001, Page: 030, Side: 2, Line: 21, Word: 3",No data,,,,,חדש,No data
l),"Masekhet: 71001, Page: 030, Side: 2, Line: 26, Word: 0",a,,,,,לא,a
)ytmr,"Masekhet: 71001, Page: 030, Side: 2, Line: 26, Word: 1",verb Gt,,,,,איתמר,verb Gt
(lh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 26, Word: 2",p02,,,,,עלה;,p02
mstbr),"Masekhet: 71001, Page: 030, Side: 2, Line: 33, Word: 0",verb Gt,,,,,מסתברא,verb Gt
myltyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 33, Word: 1",noun sg. emphatic,,,,,מילתיה,noun sg. emphatic
drb,"Masekhet: 71001, Page: 030, Side: 2, Line: 34, Word: 0",p,,,,,דרב,p
"""bxd$","Masekhet: 71001, Page: 030, Side: 2, Line: 34, Word: 1",No data,,,,,בחדש,No data
"ml)""","Masekhet: 71001, Page: 030, Side: 2, Line: 34, Word: 2",No data,,,,,מלא,No data
..;,"Masekhet: 71001, Page: 030, Side: 2, Line: 34, Word: 3",No data,,,,,;,No data
mn),"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 0",a,,,,,מנא,a
hny,"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 1",P01,,,,,הני,P01
myly;,"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 2",noun pl. emphatic,,,,,מילי;,noun pl. emphatic
wdylm',"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 3",c,c,,,,ודילמ',c | c
$ny),"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 4",verb G,,,,,שניא,verb G
xnh,"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 5",No data,,,,,חנה,No data
dhwt,"Masekhet: 71001, Page: 030, Side: 2, Line: 39, Word: 6",c,verb G,,,,דהות,c | verb G
mryr),"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 0",A02,,,,,מרירא,A02
lyb),"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 1",noun sg. emphatic,,,,,ליבא,noun sg. emphatic
Twb',"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 2",noun sg. emphatic,,,,,טוב',noun sg. emphatic
wdylm',"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 3",c,c,,,,ודילמ',c | c
dwd,"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 4",No data,,,,,דוד,No data
$)ny;,"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 5",verb G,,,,,שאני;,verb G
dhwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 40, Word: 6",c,verb G,,,,דהוה,c | verb G
mc(r,"Masekhet: 71001, Page: 030, Side: 2, Line: 42, Word: 0",verb D,,,,,מצער,verb D
np$yh,"Masekhet: 71001, Page: 030, Side: 2, Line: 42, Word: 1",noun sg. emphatic,,,,,נפשיה,noun sg. emphatic
Twb),"Masekhet: 71001, Page: 030, Side: 2, Line: 42, Word: 2",noun sg. emphatic,,,,,טובא,noun sg. emphatic
brxmy,"Masekhet: 71001, Page: 030, Side: 2, Line: 42, Word: 3",p02,noun pl. emphatic,,,,ברחמי,p02 | noun pl. emphatic
ky,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 0",p01,,,,,כי,p01
h);,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 1",P01,,,,,הא;,P01
drb,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 2",c,noun sg. emphatic,,,,דרב,c | noun sg. emphatic
yhwdh,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 3",No data,,,,,יהודה,No data
hwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 4",verb G,,,,,הוה,verb G
mcyyN,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 5",V,,,,,מציין,V
np$yh,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 6",noun sg. emphatic,,,,,נפשיה,noun sg. emphatic
wmcly;,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 7",c,verb D,,,,ומצלי;,c | verb D
r',"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 8",No data,,,,,ר',No data
yrmyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 9",No data,,,,,ירמיה,No data
br,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 10",noun sg. abs. or construct,,,,,בר,noun sg. abs. or construct
)b),"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 11",No data,,,,,אבא,No data
hwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 44, Word: 12",verb G,,,,,הוה,verb G
ytyb,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 0",verb G,,,,,יתיב,verb G
qmyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 1",p02,,,,,קמיה,p02
dr',"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 2",p,,,,,דר',p
zyr);,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 3",No data,,,,,זירא;,No data
xzyyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 4",verb G,,,,,חזייה,verb G
dhwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 5",c,verb G,,,,דהוה,c | verb G
q),"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 6",a,,,,,קא,a
bdx,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 7",verb G,,,,,בדח,verb G
Twb);,"Masekhet: 71001, Page: 030, Side: 2, Line: 47, Word: 8",noun sg. emphatic,,,,,טובא;,noun sg. emphatic
)'l;,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 0",verb G,,,,,א'ל;,verb G
tpyly,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 1",noun pl. emphatic,,,,,תפילי,noun pl. emphatic
mnxn);,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 2",verb C,,,,,מנחנא;,verb C
)byy,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 3",No data,,,,,אביי,No data
hwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 4",verb G,,,,,הוה,verb G
ytyb,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 5",verb G,,,,,יתיב,verb G
qmyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 6",p02,,,,,קמיה,p02
drbh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 7",p,,,,,דרבה;,p
xzyyh,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 8",verb G,,,,,חזייה,verb G
dhwh,"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 9",c,verb G,,,,דהוה,c | verb G
q),"Masekhet: 71001, Page: 030, Side: 2, Line: 48, Word: 10",a,,,,,קא,a
bdx,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 0",verb G,,,,,בדח,verb G
Twb);,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 1",noun sg. emphatic,,,,,טובא;,noun sg. emphatic
)m',"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 2",verb G,,,,,אמ',verb G
lyh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 3",p02,,,,,ליה;,p02
wl),"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 4",c,a,,,,ולא,c | a
sbr,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 5",verb G,,,,,סבר,verb G
mr,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 6",noun sg. emphatic,,,,,מר,noun sg. emphatic
lh);,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 7",p03,P01,,,,להא;,p03 | P01
)'l;,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 8",verb G,,,,,א'ל;,verb G
tpyly,"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 9",noun pl. emphatic,,,,,תפילי,noun pl. emphatic
mnxn',"Masekhet: 71001, Page: 030, Side: 2, Line: 49, Word: 10",verb C,,,,,מנחנ',verb C
mr,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 0",noun sg. emphatic,,,,,מר,noun sg. emphatic
bryh,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 1",noun sg. emphatic,,,,,בריה,noun sg. emphatic
drbn),"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 2",p,,,,,דרבנא,p
(bd,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 3",verb G,,,,,עבד,verb G
hylwl),"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 4",noun sg. emphatic,,,,,הילולא,noun sg. emphatic
lbryh;,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 5",p03,noun sg. emphatic,,,,לבריה;,p03 | noun sg. emphatic
xzynhw,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 6",verb G,,,,,חזינהו,verb G
lrbnN,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 7",p03,N,,,,לרבנן,p03 | N
dq),"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 8",c,a,,,,דקא,c | a
bdxy,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 9",verb G,,,,,בדחי,verb G
Twb';,"Masekhet: 71001, Page: 030, Side: 2, Line: 50, Word: 10",noun sg. emphatic,,,,,טוב';,noun sg. emphatic
)yty,"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 0",verb C,,,,,איתי,verb C
ks),"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 1",noun sg. emphatic,,,,,כסא,noun sg. emphatic
dm)N,"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 2",p,noun sg. abs. or construct,,,,דמאן,p | noun sg. abs. or construct
yqr),"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 3",noun sg. emphatic,,,,,יקרא,noun sg. emphatic
zgyt),"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 4",noun sg. emphatic,,,,,זגיתא,noun sg. emphatic
d$wy),"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 5",c,A01,,,,דשויא,c | A01
)rb(,"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 6",n01,,,,,ארבע,n01
zwzy;,"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 7",noun pl. emphatic,,,,,זוזי;,noun pl. emphatic
wtbr,"Masekhet: 71001, Page: 031, Side: 1, Line: 01, Word: 8",c,verb G,,,,ותבר,c | verb G
qmyhw,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 0",p02,,,,,קמיהו,p02
w)y(cybw;,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 1",c,verb Gt,,,,ואיעציבו;,c | verb Gt
rb,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 2",noun sg. emphatic,,,,,רב,noun sg. emphatic
)$y,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 3",No data,,,,,אשי,No data
(bd,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 4",verb G,,,,,עבד,verb G
lyh,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 5",p02,,,,,ליה,p02
hylwl),"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 6",noun sg. emphatic,,,,,הילולא,noun sg. emphatic
lbryh;,"Masekhet: 71001, Page: 031, Side: 1, Line: 02, Word: 7",p03,noun sg. emphatic,,,,לבריה;,p03 | noun sg. emphatic
xz),"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 0",verb G,,,,,חזא,verb G
rbnN,"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 1",N,,,,,רבנן,N
dq),"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 2",c,a,,,,דקא,c | a
bdxy,"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 3",verb G,,,,,בדחי,verb G
Twb);,"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 4",noun sg. emphatic,,,,,טובא;,noun sg. emphatic
)yyty,"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 5",verb C,,,,,אייתי,verb C
ks),"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 6",noun sg. emphatic,,,,,כסא,noun sg. emphatic
dm)N,"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 7",p,noun sg. abs. or construct,,,,דמאן,p | noun sg. abs. or construct
yqr),"Masekhet: 71001, Page: 031, Side: 1, Line: 03, Word: 8",noun sg. emphatic,,,,,יקרא,noun sg. emphatic
dzwgyt),"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 0",p,noun sg. emphatic,,,,דזוגיתא,p | noun sg. emphatic
xywwrty,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 1",A02,,,,,חיוורתי,A02
d$wyy),"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 2",c,A01,,,,דשוייא,c | A01
)rb(,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 3",n01,,,,,ארבע,n01
m)h,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 4",n01,,,,,מאה,n01
zwzy;,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 5",noun pl. emphatic,,,,,זוזי;,noun pl. emphatic
wtbr,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 6",c,verb G,,,,ותבר,c | verb G
qmyhw,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 7",p02,,,,,קמיהו,p02
w)y(cybw;,"Masekhet: 71001, Page: 031, Side: 1, Line: 04, Word: 8",c,verb Gt,,,,ואיעציבו;,c | verb Gt
)mry,"Masekhet: 71001, Page: 031, Side: 1, Line: 05, Word: 0",verb G,,,,,אמרי,verb G
lyh,"Masekhet: 71001, Page: 031, Side: 1, Line: 05, Word: 1",p,,,,,ליה,p
